-0.014900644	0.067902945	0.08441368	0.022191145	0.05986098	-0.075518586	-0.076741286	-0.031308047	-0.04123747	0.02302613	-0.038236614	-0.015926924	-0.04643082	0.064094655	-0.13304004	-0.04247401
-0.03712837	0.07985188	0.0313952	-0.029161582	0.11386007	-0.08764939	-0.13482423	-0.024790497	-0.011704302	-0.045278043	-0.096993715	-0.064560756	-0.0804905	-0.00469768	-0.07775552	-0.03412435
-0.037116215	0.07341939	0.032469716	0.023368824	0.082234375	-0.11733215	-0.039733104	-0.0011268739	-0.0008713491	-0.07496524	-0.05769927	-0.0869716	0.0009601518	-0.011942227	-0.10413411	-0.088997036
-0.049585577	0.100432575	0.016852992	0.007334561	0.07375472	-0.08542125	-0.08018758	-0.00939293	-0.06759665	-0.044619393	-0.0011297136	-0.064811215	-0.041160926	-0.016297212	-0.023968948	-0.057861127
0.02738327	0.06795087	0.07868661	0.013173009	0.111612365	-0.11818493	-0.03931119	-0.061764088	-0.05259986	-0.008557246	0.008141915	-0.07486386	0.013359169	0.06975385	-0.06178727	-0.022529364
0.06809821	0.03141183	0.021181544	0.030329851	0.11327165	-0.12834784	-0.09315503	0.05045142	-0.02459254	0.0115257865	-0.0063962196	-0.079346426	-0.083282284	0.022643374	-0.0866962	-0.01778581
-0.033604547	0.041446928	0.05456521	-0.034076955	0.028012084	-0.09273695	-0.025393927	-0.018747969	-0.0251391	-0.005550982	-0.027389968	-0.08870485	-0.08167796	0.052629087	-0.09292849	0.019166838
0.023086105	0.08852984	-0.02385935	0.007114653	0.059467927	-0.028457958	-0.054778937	0.00053765066	-0.004454141	0.02078096	0.00799947	-0.084124856	-0.05713262	0.0011799068	-0.084754504	0.0067019607
0.018361673	-0.0011547654	0.04742194	-0.00020435467	0.09640855	-0.015042158	-0.01455613	-0.021581326	-0.0555647	-0.04636482	-0.02887824	-0.07919107	-0.052635223	0.008845775	-0.12377839	-0.0556113
-0.007964663	0.012368622	0.014475201	0.022048745	0.051372528	-0.04967212	-0.01807697	-0.002510881	-0.1046151	-0.0075414088	-0.04773308	-0.16669656	-0.056690145	0.03696926	-0.053618327	-0.028914085
-0.04037385	0.108100735	0.06069259	0.02694435	0.01427565	-0.060729664	-0.13715646	-0.080795676	-0.03843433	-0.026466405	-0.0835583	-0.06837168	-0.018540895	0.08824452	-0.10937221	-0.020667389
0.026699616	0.17531888	0.06936849	0.0105951885	0.016349088	-0.12658423	-0.07853425	-0.03418411	-0.12716354	-0.0020278587	-0.057201315	-0.08854148	-0.049194753	0.029179588	-0.1189066	-0.071774885
-0.027726198	0.005833589	-0.037967294	0.015928911	0.029435692	-0.082495876	-0.1603244	-0.043238804	-0.080567144	0.01468315	-0.0050418708	-0.006783951	-0.08923489	-0.06626583	-0.027721282	-0.050761424
0.012285269	0.006441767	0.020640347	-0.110803075	0.009791545	-0.07113234	-0.025791196	0.09310368	-0.013259567	0.056325357	-0.0052136453	-0.02131826	-0.017443439	-0.038119946	-0.0867633	0.0024083366
0.011728841	0.014449255	0.040447004	-0.022530204	0.06321868	-0.03597351	-0.016095577	-0.061363127	0.04396508	-0.06116408	-0.070565365	-0.08637265	-0.020672966	0.034363974	-0.022275906	-0.032578096
-0.07059757	0.10954783	0.057467584	-0.047077347	0.03737089	-0.020431172	-0.11465581	0.0059678517	0.032297015	-0.03610467	-0.054878637	-0.006326296	0.046522796	-0.0060995403	-0.06915098	-0.037053872
0.0068025873	0.027490215	-0.02758445	0.02378213	0.032648485	-0.025830723	-0.16808453	-0.08875382	-0.0058258814	-0.011816338	-0.07024413	0.0014442793	-0.09202261	-0.0032182678	-0.07309506	-0.024329057
0.019338092	0.027736727	-0.01071156	0.033414997	0.038016386	-0.026448935	-0.12773937	-0.016398702	-0.015916746	0.008969338	-0.041785713	-0.0018725373	-0.12385427	0.01611945	-0.048015818	0.03255537
0.012667013	0.078340665	0.0037560603	0.03327489	0.046519123	-0.016730487	-0.06196972	-0.050543617	-0.11711664	0.035646964	0.019479489	-0.11719063	-0.10887708	0.02435614	-0.00018304554	-0.017220547
-0.022559892	0.044782013	0.035124794	0.06413624	-0.022749173	-0.09344606	-0.021574486	-0.04634324	-0.12985718	0.041281216	-0.079666704	-0.023858337	-0.004009006	-0.027041556	0.003432124	-0.08191438
0.001121058	-0.05880004	0.033895485	-0.004376312	0.08574761	-0.06987821	-0.072645545	0.013154692	-0.017341146	0.015375398	-0.0004338169	-0.08205653	-0.076294936	-0.00037541633	-0.08534164	0.034148876
0.028906653	0.012678844	0.08322727	-0.07845372	0.07488403	0.06526593	-0.034895577	-0.032313723	0.029847445	-0.0129285855	0.05096666	0.044301815	-0.049232427	0.0061323796	-0.12045892	-0.04354425
-0.06487059	-0.079736024	0.063611604	0.12671477	0.023574833	-0.03741421	-0.06430203	-0.08833656	0.023838017	0.044125944	-0.064487204	-0.11531665	-0.04517814	0.023406062	-0.0081242025	-0.079692684
0.030781385	0.042404823	0.06419908	0.0034208293	0.12795378	-0.026041767	-0.008703284	-0.029986108	0.042460836	-0.0044874805	-0.08579502	-0.04495554	-0.07101241	-0.04462385	0.022972427	0.061557133
0.028591605	0.04513175	-0.006178753	0.07520744	-0.0071132127	-0.050527867	-0.03656864	0.07685993	-0.017240642	0.013595317	0.0062617487	-0.10644545	-0.07671269	-0.037804425	-0.10475013	0.016679136
